id,category_id,name,item_variant,description,value_good,value_very_good,value_excellent,source_reference,date_of_valuation,search_keywords,original_description
178,3,Skirt/Dust Ruffle,Queen,Skirt/Dust Ruffle: Queen,13.1,15.91,18.71,ItsDeductible 2024,2024-01-01,bedding linens skirt/dust ruffle queen,Skirt/Dust Ruffle: Queen
179,3,Skirt/Dust Ruffle,Twin,Skirt/Dust Ruffle: Twin,8.26,10.03,11.8,ItsDeductible 2024,2024-01-01,bedding linens skirt/dust ruffle twin,Skirt/Dust Ruffle: Twin
180,3,Table Runner,,Table Runner,7.69,9.34,10.99,ItsDeductible 2024,2024-01-01,bedding linens table runner,Table Runner
181,3,Tablecloth,,Tablecloth,8.27,10.05,11.82,ItsDeductible 2024,2024-01-01,bedding linens tablecloth,Tablecloth
182,3,Throw Pillow,,Throw Pillow,7.92,9.62,11.31,ItsDeductible 2024,2024-01-01,bedding linens throw pillow,Throw Pillow
183,4,Address Book,,Address Book,5.91,7.18,8.44,ItsDeductible 2024,2024-01-01,books movies music address book,Address Book
184,4,Book - Audio,Cassette,Book - Audio: Cassette,4.21,5.12,6.02,ItsDeductible 2024,2024-01-01,books movies music book audio cassette,Book: Audio: Cassette
185,4,Book - Audio,CD,Book - Audio: CD,5.66,6.87,8.08,ItsDeductible 2024,2024-01-01,books movies music book audio cd,Book: Audio: CD
186,4,Book - Children's,Board,Book - Children's: Board,4.56,5.54,6.51,ItsDeductible 2024,2024-01-01,books movies music book children's board,Book: Children's: Board
187,4,Book - Children's,Cloth,Book - Children's: Cloth,4.42,5.37,6.31,ItsDeductible 2024,2024-01-01,books movies music book children's cloth,Book: Children's: Cloth
188,4,Book - Children's,Hardcover,Book - Children's: Hardcover,6.76,8.21,9.66,ItsDeductible 2024,2024-01-01,books movies music book children's hardcover,Book: Children's: Hardcover
189,4,Book - Children's,Softcover,Book - Children's: Softcover,3.36,4.08,4.8,ItsDeductible 2024,2024-01-01,books movies music book children's softcover,Book: Children's: Softcover
190,4,Book - Hardcover,,Book - Hardcover,7.94,9.64,11.34,ItsDeductible 2024,2024-01-01,books movies music book hardcover,Book: Hardcover
191,4,Book - Softcover,,Book - Softcover,3.84,4.66,5.48,ItsDeductible 2024,2024-01-01,books movies music book softcover,Book: Softcover
192,4,Book - Textbook,,Book - Textbook,6.3,7.65,9.0,ItsDeductible 2024,2024-01-01,books movies music book textbook,Book: Textbook
193,4,Cassette/CD Storage,Case/Rack,Cassette/CD Storage: Case/Rack,8.04,9.76,11.48,ItsDeductible 2024,2024-01-01,books movies music cassette/cd storage case/rack,Cassette/CD Storage: Case/Rack
194,4,Cassette/CD Storage,Travel Case,Cassette/CD Storage: Travel Case,6.94,8.43,9.92,ItsDeductible 2024,2024-01-01,books movies music cassette/cd storage travel case,Cassette/CD Storage: Travel Case
195,4,Magazine,,Magazine,2.31,2.81,3.3,ItsDeductible 2024,2024-01-01,books movies music magazine,Magazine
196,4,Movie,DVD,Movie: DVD,5.4,6.56,7.72,ItsDeductible 2024,2024-01-01,books movies music movie dvd,Movie: DVD
197,4,Movie,VHS,Movie: VHS,5.4,6.56,7.71,ItsDeductible 2024,2024-01-01,books movies music movie vhs,Movie: VHS
198,4,Music,Cassette Tape,Music: Cassette Tape,2.77,3.36,3.95,ItsDeductible 2024,2024-01-01,books movies music cassette tape,Music: Cassette Tape
199,4,Music,CD,Music: CD,3.02,3.67,4.32,ItsDeductible 2024,2024-01-01,books movies music cd,Music: CD
200,4,Music,Record/Vinyl,Music: Record/Vinyl,4.92,5.98,7.03,ItsDeductible 2024,2024-01-01,books movies music record/vinyl,Music: Record/Vinyl
201,5,Camera Bag,,Camera Bag,12.08,14.67,17.25,ItsDeductible 2024,2024-01-01,cameras equipment camera bag,Camera Bag
202,5,Camera Case,,Camera Case,6.62,8.04,9.46,ItsDeductible 2024,2024-01-01,cameras equipment camera case,Camera Case
203,5,Digital Camera,,Digital Camera,21.72,26.38,31.03,ItsDeductible 2024,2024-01-01,cameras equipment digital camera,Digital Camera
204,5,Film Camera,,Film Camera,40.81,49.56,58.3,ItsDeductible 2024,2024-01-01,cameras equipment film camera,Film Camera
205,5,Memory Card Reader,CompactFlash,Memory Card Reader: CompactFlash,5.4,6.56,7.71,ItsDeductible 2024,2024-01-01,cameras equipment memory card reader compactflash,Memory Card Reader: CompactFlash
206,5,Memory Card Reader,Memory Stick,Memory Card Reader: Memory Stick,4.41,5.36,6.3,ItsDeductible 2024,2024-01-01,cameras equipment memory card reader stick,Memory Card Reader: Memory Stick
207,5,Memory Card Reader,MultiMedia/Secure Digital,Memory Card Reader: MultiMedia/Secure Digital,4.8,5.83,6.85,ItsDeductible 2024,2024-01-01,cameras equipment memory card reader multimedia/secure digital,Memory Card Reader: MultiMedia/Secure Digital
208,5,Memory Card Reader,Multiple Formats,Memory Card Reader: Multiple Formats,5.4,6.56,7.72,ItsDeductible 2024,2024-01-01,cameras equipment memory card reader multiple formats,Memory Card Reader: Multiple Formats
209,5,Memory Card Reader,SmartMedia,Memory Card Reader: SmartMedia,5.13,6.23,7.33,ItsDeductible 2024,2024-01-01,cameras equipment memory card reader smartmedia,Memory Card Reader: SmartMedia
210,5,Memory Card Reader,xD Picture Card,Memory Card Reader: xD Picture Card,4.44,5.39,6.34,ItsDeductible 2024,2024-01-01,cameras equipment memory card reader xd picture,Memory Card Reader: xD Picture Card
211,5,Memory Card,CompactFlash: 1 GB,Memory Card: CompactFlash: 1 GB,5.04,6.12,7.2,ItsDeductible 2024,2024-01-01,cameras equipment memory card compactflash gb,Memory Card: CompactFlash: 1 GB
212,5,Memory Card,CompactFlash: 2 GB,Memory Card: CompactFlash: 2 GB,5.4,6.56,7.71,ItsDeductible 2024,2024-01-01,cameras equipment memory card compactflash gb,Memory Card: CompactFlash: 2 GB
213,5,Memory Card,MultiMedia: 1 GB,Memory Card: MultiMedia: 1 GB,5.71,6.94,8.16,ItsDeductible 2024,2024-01-01,cameras equipment memory card multimedia gb,Memory Card: MultiMedia: 1 GB
214,5,Memory Card,Secure Digital: 1 GB,Memory Card: Secure Digital: 1 GB,2.75,3.34,3.93,ItsDeductible 2024,2024-01-01,cameras equipment memory card secure digital gb,Memory Card: Secure Digital: 1 GB
215,5,Memory Card,Secure Digital: 2 GB,Memory Card: Secure Digital: 2 GB,3.31,4.02,4.73,ItsDeductible 2024,2024-01-01,cameras equipment memory card secure digital gb,Memory Card: Secure Digital: 2 GB
216,5,Memory Card,XD Picture Card: 1 GB,Memory Card: XD Picture Card: 1 GB,4.31,5.24,6.16,ItsDeductible 2024,2024-01-01,cameras equipment memory card xd picture gb,Memory Card: XD Picture Card: 1 GB
217,5,Memory Card,XD Picture Card: 2 GB,Memory Card: XD Picture Card: 2 GB,4.56,5.54,6.51,ItsDeductible 2024,2024-01-01,cameras equipment memory card xd picture gb,Memory Card: XD Picture Card: 2 GB
218,5,Tripod,,Tripod,18.0,21.86,25.71,ItsDeductible 2024,2024-01-01,cameras equipment tripod,Tripod
219,6,Bandana,,Bandana,2.98,3.62,4.25,ItsDeductible 2024,2024-01-01,clothing footwear accessories bandana,Bandana
220,6,Baseball Cap,Adult,Baseball Cap: Adult,4.58,5.56,6.54,ItsDeductible 2024,2024-01-01,clothing footwear accessories baseball cap adult,Baseball Cap: Adult
221,6,Baseball Cap,Youth,Baseball Cap: Youth,4.07,4.95,5.82,ItsDeductible 2024,2024-01-01,clothing footwear accessories baseball cap youth,Baseball Cap: Youth
222,6,Belt Buckle,Adult,Belt Buckle: Adult,8.43,10.24,12.04,ItsDeductible 2024,2024-01-01,clothing footwear accessories belt buckle adult,Belt Buckle: Adult
223,6,Belt Buckle,Youth,Belt Buckle: Youth,5.9,7.17,8.43,ItsDeductible 2024,2024-01-01,clothing footwear accessories belt buckle youth,Belt Buckle: Youth
224,6,Belt,Adult,Belt: Adult,6.36,7.73,9.09,ItsDeductible 2024,2024-01-01,clothing footwear accessories belt adult,Belt: Adult
225,6,Belt,Youth,Belt: Youth,4.96,6.03,7.09,ItsDeductible 2024,2024-01-01,clothing footwear accessories belt youth,Belt: Youth
226,6,Boots,Fashion: Adult,Boots: Fashion: Adult,15.48,18.8,22.11,ItsDeductible 2024,2024-01-01,clothing footwear accessories boots fashion adult,Boots: Fashion: Adult
227,6,Boots,Fashion: Youth,Boots: Fashion: Youth,9.39,11.4,13.41,ItsDeductible 2024,2024-01-01,clothing footwear accessories boots fashion youth,Boots: Fashion: Youth
228,6,Boots,Hiking: Adult,Boots: Hiking: Adult,17.52,21.28,25.03,ItsDeductible 2024,2024-01-01,clothing footwear accessories boots hiking adult,Boots: Hiking: Adult
229,6,Boots,Hiking: Youth,Boots: Hiking: Youth,13.66,16.59,19.51,ItsDeductible 2024,2024-01-01,clothing footwear accessories boots hiking youth,Boots: Hiking: Youth
230,6,Boots,Snow: Adult,Boots: Snow: Adult,16.17,19.64,23.1,ItsDeductible 2024,2024-01-01,clothing footwear accessories boots snow adult,Boots: Snow: Adult
231,6,Boots,Snow: Youth,Boots: Snow: Youth,12.31,14.95,17.58,ItsDeductible 2024,2024-01-01,clothing footwear accessories boots snow youth,Boots: Snow: Youth
232,6,Boots,Western: Adult,Boots: Western: Adult,28.9,35.1,41.29,ItsDeductible 2024,2024-01-01,clothing footwear accessories boots western adult,Boots: Western: Adult
233,6,Boots,Western: Youth,Boots: Western: Youth,15.33,18.62,21.9,ItsDeductible 2024,2024-01-01,clothing footwear accessories boots western youth,Boots: Western: Youth
234,6,Bow Tie,,Bow Tie,4.58,5.56,6.54,ItsDeductible 2024,2024-01-01,clothing footwear accessories bow tie,Bow Tie
235,6,Boy's Jogging Suit,,Boy's Jogging Suit,7.18,8.72,10.26,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's jogging suit,Boy's Jogging Suit
236,6,Boy's Pants,Cargo,Boy's Pants: Cargo,6.02,7.31,8.6,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's pants cargo,Boy's Pants: Cargo
237,6,Boy's Pants,Carpenter,Boy's Pants: Carpenter,6.94,8.43,9.91,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's pants carpenter,Boy's Pants: Carpenter
238,6,Boy's Pants,Chinos/Khakis,Boy's Pants: Chinos/Khakis,5.56,6.75,7.94,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's pants chinos/khakis,Boy's Pants: Chinos/Khakis
239,6,Boy's Pants,Corduroy,Boy's Pants: Corduroy,5.9,7.17,8.43,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's pants corduroy,Boy's Pants: Corduroy
240,6,Boy's Pants,Dress Slacks,Boy's Pants: Dress Slacks,5.77,7.01,8.24,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's pants dress slacks,Boy's Pants: Dress Slacks
241,6,Boy's Pants,Jeans/Denim,Boy's Pants: Jeans/Denim,6.35,7.71,9.07,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's pants jeans/denim,Boy's Pants: Jeans/Denim
242,6,Boy's Pants,Nylon/Athletic,Boy's Pants: Nylon/Athletic,6.15,7.47,8.79,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's pants nylon/athletic,Boy's Pants: Nylon/Athletic
243,6,Boy's Pants,Overalls/Coveralls,Boy's Pants: Overalls/Coveralls,7.99,9.7,11.41,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's pants overalls/coveralls,Boy's Pants: Overalls/Coveralls
244,6,Boy's Pants,Sweatpants/Fleece,Boy's Pants: Sweatpants/Fleece,5.73,6.96,8.19,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's pants sweatpants/fleece,Boy's Pants: Sweatpants/Fleece
245,6,Boy's Shirt,Dress Shirt,Boy's Shirt: Dress Shirt,5.45,6.62,7.79,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shirt dress,Boy's Shirt: Dress Shirt
246,6,Boy's Shirt,Flannel,Boy's Shirt: Flannel,5.5,6.68,7.85,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shirt flannel,Boy's Shirt: Flannel
247,6,Boy's Shirt,Jersey,Boy's Shirt: Jersey,5.5,6.68,7.85,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shirt jersey,Boy's Shirt: Jersey
248,6,Boy's Shirt,Mock Turtleneck,Boy's Shirt: Mock Turtleneck,5.04,6.12,7.2,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shirt mock turtleneck,Boy's Shirt: Mock Turtleneck
249,6,Boy's Shirt,Polo,Boy's Shirt: Polo,5.66,6.88,8.09,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shirt polo,Boy's Shirt: Polo
250,6,Boy's Shirt,Rugby,Boy's Shirt: Rugby,5.98,7.26,8.54,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shirt rugby,Boy's Shirt: Rugby
251,6,Boy's Shirt,Sweatshirt/Fleece,Boy's Shirt: Sweatshirt/Fleece,5.38,6.54,7.69,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shirt sweatshirt/fleece,Boy's Shirt: Sweatshirt/Fleece
252,6,Boy's Shirt,T-Shirt,Boy's Shirt: T-Shirt,4.07,4.95,5.82,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shirt,Boy's Shirt: T-Shirt
253,6,Boy's Shirt,Tank,Boy's Shirt: Tank,3.74,4.54,5.34,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shirt tank,Boy's Shirt: Tank
254,6,Boy's Shirt,Turtleneck,Boy's Shirt: Turtleneck,5.33,6.47,7.61,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shirt turtleneck,Boy's Shirt: Turtleneck
255,6,Boy's Shorts,Cargo,Boy's Shorts: Cargo,5.4,6.56,7.71,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shorts cargo,Boy's Shorts: Cargo
256,6,Boy's Shorts,Carpenter,Boy's Shorts: Carpenter,5.65,6.86,8.07,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shorts carpenter,Boy's Shorts: Carpenter
257,6,Boy's Shorts,Chinos/Khakis,Boy's Shorts: Chinos/Khakis,5.4,6.56,7.71,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shorts chinos/khakis,Boy's Shorts: Chinos/Khakis
258,6,Boy's Shorts,Jeans/Denim,Boy's Shorts: Jeans/Denim,5.88,7.14,8.4,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shorts jeans/denim,Boy's Shorts: Jeans/Denim
259,6,Boy's Shorts,Nylon/Athletic,Boy's Shorts: Nylon/Athletic,5.98,7.26,8.54,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's shorts nylon/athletic,Boy's Shorts: Nylon/Athletic
260,6,Boy's Sleepwear,Lounge Pants,Boy's Sleepwear: Lounge Pants,4.82,5.85,6.88,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's sleepwear lounge pants,Boy's Sleepwear: Lounge Pants
261,6,Boy's Sleepwear,Pajama Set,Boy's Sleepwear: Pajama Set,6.11,7.42,8.73,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's sleepwear pajama set,Boy's Sleepwear: Pajama Set
262,6,Boy's Sleepwear,Robe,Boy's Sleepwear: Robe,6.24,7.58,8.91,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's sleepwear robe,Boy's Sleepwear: Robe
263,6,Boy's Suit,Sport Coat,Boy's Suit: Sport Coat,12.59,15.29,17.99,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's suit sport coat,Boy's Suit: Sport Coat
264,6,Boy's Suit,Two-Piece,Boy's Suit: Two-Piece,12.96,15.74,18.51,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's suit two piece,Boy's Suit: Two-Piece
265,6,Boy's Sweater,Cardigan,Boy's Sweater: Cardigan,6.6,8.02,9.43,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's sweater cardigan,Boy's Sweater: Cardigan
266,6,Boy's Sweater,Pullover,Boy's Sweater: Pullover,6.3,7.65,9.0,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's sweater pullover,Boy's Sweater: Pullover
267,6,Boy's Sweater,Vest,Boy's Sweater: Vest,5.98,7.26,8.54,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's sweater vest,Boy's Sweater: Vest
268,6,Boy's Swimwear,Trunks,Boy's Swimwear: Trunks,5.16,6.27,7.37,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's swimwear trunks,Boy's Swimwear: Trunks
269,6,Boy's Undergarments,Socks,Boy's Undergarments: Socks,1.46,1.78,2.09,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's undergarments socks,Boy's Undergarments: Socks
270,6,Boy's Undergarments,Thermal Pants,Boy's Undergarments: Thermal Pants,4.49,5.45,6.41,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's undergarments thermal pants,Boy's Undergarments: Thermal Pants
271,6,Boy's Undergarments,Thermal Shirt,Boy's Undergarments: Thermal Shirt,4.07,4.95,5.82,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's undergarments thermal shirt,Boy's Undergarments: Thermal Shirt
272,6,Boy's Undergarments,Underwear,Boy's Undergarments: Underwear,1.95,2.37,2.78,ItsDeductible 2024,2024-01-01,clothing footwear accessories boy's undergarments underwear,Boy's Undergarments: Underwear
273,6,Clutch Wallet,,Clutch Wallet,8.79,10.67,12.55,ItsDeductible 2024,2024-01-01,clothing footwear accessories clutch wallet,Clutch Wallet
274,6,Coin Purse,,Coin Purse,5.75,6.99,8.22,ItsDeductible 2024,2024-01-01,clothing footwear accessories coin purse,Coin Purse
275,6,Costume Jewelry,Belly/Navel Ring,Costume Jewelry: Belly/Navel Ring,2.91,3.53,4.15,ItsDeductible 2024,2024-01-01,clothing footwear accessories costume jewelry belly/navel ring,Costume Jewelry: Belly/Navel Ring
276,6,Costume Jewelry,Bracelet,Costume Jewelry: Bracelet,3.87,4.7,5.53,ItsDeductible 2024,2024-01-01,clothing footwear accessories costume jewelry bracelet,Costume Jewelry: Bracelet
277,6,Costume Jewelry,Earrings,Costume Jewelry: Earrings,3.74,4.54,5.34,ItsDeductible 2024,2024-01-01,clothing footwear accessories costume jewelry earrings,Costume Jewelry: Earrings
278,6,Costume Jewelry,Necklace,Costume Jewelry: Necklace,4.04,4.91,5.77,ItsDeductible 2024,2024-01-01,clothing footwear accessories costume jewelry necklace,Costume Jewelry: Necklace
279,6,Costume Jewelry,Pin,Costume Jewelry: Pin,4.03,4.9,5.76,ItsDeductible 2024,2024-01-01,clothing footwear accessories costume jewelry pin,Costume Jewelry: Pin
280,6,Costume Jewelry,Ring,Costume Jewelry: Ring,4.07,4.95,5.82,ItsDeductible 2024,2024-01-01,clothing footwear accessories costume jewelry ring,Costume Jewelry: Ring
281,6,Dress Hat,Adult,Dress Hat: Adult,6.2,7.53,8.85,ItsDeductible 2024,2024-01-01,clothing footwear accessories dress hat adult,Dress Hat: Adult
282,6,Dress Hat,Youth,Dress Hat: Youth,5.47,6.65,7.82,ItsDeductible 2024,2024-01-01,clothing footwear accessories dress hat youth,Dress Hat: Youth
283,6,Ear Muffs,Adult,Ear Muffs: Adult,4.27,5.19,6.1,ItsDeductible 2024,2024-01-01,clothing footwear accessories ear muffs adult,Ear Muffs: Adult
284,6,Ear Muffs,Youth,Ear Muffs: Youth,3.33,4.05,4.76,ItsDeductible 2024,2024-01-01,clothing footwear accessories ear muffs youth,Ear Muffs: Youth
285,6,Fashion Scarf,,Fashion Scarf,5.75,6.98,8.21,ItsDeductible 2024,2024-01-01,clothing footwear accessories fashion scarf,Fashion Scarf
286,6,Girl's Dress,All Occasion,Girl's Dress: All Occasion,7.2,8.74,10.28,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's dress all occasion,Girl's Dress: All Occasion
287,6,Girl's Dress,Formal,Girl's Dress: Formal,10.77,13.08,15.38,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's dress formal,Girl's Dress: Formal
288,6,Girl's Jogging Suit,,Girl's Jogging Suit,6.72,8.16,9.6,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's jogging suit,Girl's Jogging Suit
289,6,Girl's Pants,Capris,Girl's Pants: Capris,5.73,6.96,8.18,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants capris,Girl's Pants: Capris
290,6,Girl's Pants,Cargo,Girl's Pants: Cargo,6.15,7.47,8.79,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants cargo,Girl's Pants: Cargo
291,6,Girl's Pants,Carpenter,Girl's Pants: Carpenter,6.87,8.34,9.81,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants carpenter,Girl's Pants: Carpenter
292,6,Girl's Pants,Chinos/Khakis,Girl's Pants: Chinos/Khakis,3.89,4.72,5.55,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants chinos/khakis,Girl's Pants: Chinos/Khakis
293,6,Girl's Pants,Corduroy,Girl's Pants: Corduroy,5.73,6.96,8.19,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants corduroy,Girl's Pants: Corduroy
294,6,Girl's Pants,Dress Slacks,Girl's Pants: Dress Slacks,5.4,6.56,7.72,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants dress slacks,Girl's Pants: Dress Slacks
295,6,Girl's Pants,Jeans/Denim,Girl's Pants: Jeans/Denim,6.39,7.76,9.13,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants jeans/denim,Girl's Pants: Jeans/Denim
296,6,Girl's Pants,Leggings,Girl's Pants: Leggings,6.0,7.29,8.57,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants leggings,Girl's Pants: Leggings
297,6,Girl's Pants,Nylon/Athletic,Girl's Pants: Nylon/Athletic,6.57,7.98,9.39,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants nylon/athletic,Girl's Pants: Nylon/Athletic
298,6,Girl's Pants,Overalls/Coveralls,Girl's Pants: Overalls/Coveralls,7.61,9.24,10.87,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants overalls/coveralls,Girl's Pants: Overalls/Coveralls
299,6,Girl's Pants,Sweatpants/Fleece,Girl's Pants: Sweatpants/Fleece,5.4,6.56,7.71,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's pants sweatpants/fleece,Girl's Pants: Sweatpants/Fleece
300,6,Girl's Shirt,Dress Shirt,Girl's Shirt: Dress Shirt,6.0,7.29,8.57,ItsDeductible 2024,2024-01-01,clothing footwear accessories girl's shirt dress,Girl's Shirt: Dress Shirt
