Item Category,Item Description, Excellent,Very Good,Good
Sporting Goods,Bicycle: Youth,$48.36 ,$41.11 ,$33.85 
Sporting Goods,Bike Pump,$12.31 ,$10.47 ,$8.62 
Sporting Goods,Billiards Table,$143.03 ,$121.58 ,$100.12 
Sporting Goods,Billiards: Cue Case,$38.93 ,$33.09 ,$27.25 
Sporting Goods,Billiards: Cue Stick,$42.17 ,$35.85 ,$29.52 
Sporting Goods,Binoculars,$19.41 ,$16.50 ,$13.59 
Sporting Goods,Boat Tow Toy: Kneeboard,$22.31 ,$18.97 ,$15.62 
Sporting Goods,Boat Tow Toy: Raft,$29.14 ,$24.77 ,$20.40 
Sporting Goods,Boat Tow Toy: Tube,$27.77 ,$23.61 ,$19.44 
Sporting Goods,Boat Tow Toy: Wakeboard,$38.08 ,$32.37 ,$26.66 
Sporting Goods,Bocce Set,$26.95 ,$22.91 ,$18.87 
Sporting Goods,Boogie Board,$22.54 ,$19.16 ,$15.78 
Sporting Goods,Bowling Ball,$24.01 ,$20.41 ,$16.81 
Sporting Goods,Bowling Ball Bag: 1 Ball,$15.09 ,$12.83 ,$10.56 
Sporting Goods,Bowling Ball Bag: 2 Ball,$23.66 ,$20.11 ,$16.56 
Sporting Goods,Bowling Ball Bag: 3 Ball,$28.50 ,$24.23 ,$19.95 
Sporting Goods,Bowling Ball Bag: 4 Ball,$34.29 ,$29.15 ,$24.00 
Sporting Goods,Bowling Ball Bag: 6 Ball,$41.73 ,$35.47 ,$29.21 
Sporting Goods,Bowling Shoes: Men's,$17.00 ,$14.45 ,$11.90 
Sporting Goods,Bowling Shoes: Women's,$15.74 ,$13.38 ,$11.02 
Sporting Goods,Bowling Shoes: Youth,$13.88 ,$11.80 ,$9.72 
Sporting Goods,Boxing Gloves: Adult,$14.71 ,$12.51 ,$10.30 
Sporting Goods,Boxing Gloves: Youth,$12.31 ,$10.47 ,$8.62 
Sporting Goods,Boxing: Protective Gear: Hand Wraps,$6.18 ,$5.26 ,$4.33 
Sporting Goods,Boxing: Protective Gear: Headgear,$22.30 ,$18.96 ,$15.61 
Sporting Goods,Boxing: Protective Gear: Protective Cup,$38.24 ,$32.51 ,$26.77 
Sporting Goods,Canopy w/Poles,$35.33 ,$30.03 ,$24.73 
Sporting Goods,Catcher's Mitt: Adult,$24.52 ,$20.84 ,$17.16 
Sporting Goods,Catcher's Mitt: Youth,$21.09 ,$17.93 ,$14.76 
Sporting Goods,Cooler: 2-4 Quart,$13.54 ,$11.51 ,$9.48 
Sporting Goods,Cooler: 25-50 Quart,$29.91 ,$25.43 ,$20.94 
Sporting Goods,Cooler: 5-24 Quart,$31.28 ,$26.59 ,$21.90 
Sporting Goods,Cooler: 51+ Quart,$25.03 ,$21.28 ,$17.52 
Sporting Goods,Cooler: 6 Pack,$14.91 ,$12.68 ,$10.44 
Sporting Goods,Cot,$45.78 ,$38.92 ,$32.05 
Sporting Goods,Croquet Set,$25.55 ,$21.72 ,$17.89 
Sporting Goods,Dance Shoes: Ballet Slippers,$9.07 ,$7.71 ,$6.35 
Sporting Goods,Dance Shoes: Tap Shoes,$17.81 ,$15.14 ,$12.47 
Sporting Goods,Dance Skirt: Adult,$9.60 ,$8.16 ,$6.72 
Sporting Goods,Dance Skirt: Youth,$9.86 ,$8.38 ,$6.90 
Sporting Goods,Dartboard: Bristle,$13.55 ,$11.52 ,$9.49 
Sporting Goods,Dartboard: Electronic,$19.21 ,$16.33 ,$13.45 
Sporting Goods,Dartboard: Magnetic,$13.22 ,$11.24 ,$9.25 
Sporting Goods,Decoy,$16.86 ,$14.33 ,$11.80 
Sporting Goods,Electric Treadmill,$143.13 ,$121.66 ,$100.19 
Sporting Goods,Exercise Ball,$10.14 ,$8.62 ,$7.10 
Sporting Goods,Fishing: Reel,$13.65 ,$11.61 ,$9.56 
Sporting Goods,Fishing: Rod,$24.70 ,$21.00 ,$17.29 
Sporting Goods,Fishing: Tackle Box,$18.52 ,$15.74 ,$12.96 
Sporting Goods,Folding Camp Chair,$17.96 ,$15.27 ,$12.57 
Sporting Goods,Football Helmet: Adult,$36.69 ,$31.19 ,$25.68 
Sporting Goods,Football Helmet: Youth,$25.54 ,$21.71 ,$17.88 
Sporting Goods,"Football Pads: Arm, Elbow & Hand",$9.52 ,$8.09 ,$6.66 
Sporting Goods,Football Pads: Chin,$10.02 ,$8.52 ,$7.01 
Sporting Goods,Football Pads: Neck & Shoulder,$25.20 ,$21.42 ,$17.64 
Sporting Goods,Football Pads: Rib,$33.43 ,$28.42 ,$23.40 
Sporting Goods,Football Shoes: Adult,$13.47 ,$11.45 ,$9.43 
Sporting Goods,Football Shoes: Youth,$15.19 ,$12.91 ,$10.63 
Sporting Goods,Football: Adult,$15.77 ,$13.41 ,$11.04 
Sporting Goods,Football: Youth,$13.20 ,$11.22 ,$9.24 
Sporting Goods,Game Call,$13.55 ,$11.52 ,$9.49 
Sporting Goods,Golf Bag: Cart,$35.33 ,$30.03 ,$24.73 
Sporting Goods,Golf Bag: Staff,$57.62 ,$48.98 ,$40.33 
Sporting Goods,Golf Bag: Stand,$43.21 ,$36.73 ,$30.25 
Sporting Goods,Golf Bag: Travel,$43.21 ,$36.73 ,$30.25 
Sporting Goods,Golf Cart: Pull,$39.20 ,$33.32 ,$27.44 
Sporting Goods,Golf Cart: Push,$60.71 ,$51.61 ,$42.50 
Sporting Goods,Golf Clubs: Complete Starter Set,$40.81 ,$34.69 ,$28.57 
Sporting Goods,Golf Clubs: Driver,$49.73 ,$42.27 ,$34.81 
Sporting Goods,Golf Clubs: Iron,$48.70 ,$41.40 ,$34.09 
Sporting Goods,Golf Clubs: Putter,$34.17 ,$29.05 ,$23.92 
Sporting Goods,Golf Clubs: Wedge: Pitching,$24.52 ,$20.84 ,$17.16 
Sporting Goods,Golf Clubs: Wedge: Sand,$24.63 ,$20.94 ,$17.24 
Sporting Goods,Golf Clubs: Wood,$38.00 ,$32.30 ,$26.60 
Sporting Goods,Golf Gloves: Men's,$13.35 ,$11.35 ,$9.35 
Sporting Goods,Golf Gloves: Women's,$11.59 ,$9.85 ,$8.11 
Sporting Goods,Golf Gloves: Youth,$9.61 ,$8.17 ,$6.73 
Sporting Goods,Golf Head Cover,$8.48 ,$7.21 ,$5.94 
Sporting Goods,Golf Shoes: Men's,$16.32 ,$13.87 ,$11.42 
Sporting Goods,Golf Shoes: Women's,$16.10 ,$13.69 ,$11.27 
Sporting Goods,Golf Shoes: Youth,$13.03 ,$11.08 ,$9.12 
Sporting Goods,Golf Towel,$9.77 ,$8.31 ,$6.84 
Sporting Goods,Golf Umbrella,$11.87 ,$10.09 ,$8.31 
Sporting Goods,Gun Rack: Automobile,$24.93 ,$21.19 ,$17.45 
Sporting Goods,Gun Rack: Home,$20.75 ,$17.64 ,$14.53 
Sporting Goods,Hockey Gloves: Adult,$15.19 ,$12.91 ,$10.63 
Sporting Goods,Hockey Gloves: Youth,$15.19 ,$12.91 ,$10.63 
Sporting Goods,Hockey Goal,$39.10 ,$33.24 ,$27.37 
Sporting Goods,Hockey Helmet: Goalie,$22.11 ,$18.80 ,$15.48 
Sporting Goods,Hockey Helmet: Player,$22.11 ,$18.80 ,$15.48 
Sporting Goods,Hockey Pads: Elbow/Arm,$16.90 ,$14.37 ,$11.83 
Sporting Goods,Hockey Pads: Goalie Chest,$52.91 ,$44.98 ,$37.04 
Sporting Goods,Hockey Pads: Goalie Leg,$76.71 ,$65.21 ,$53.70 
Sporting Goods,Hockey Pads: Knee/Shin,$42.02 ,$35.72 ,$29.41 
Sporting Goods,Hockey Pads: Shoulder,$18.01 ,$15.31 ,$12.61 
Sporting Goods,Hockey Skates: Adult,$29.83 ,$25.36 ,$20.88 
Sporting Goods,Hockey Skates: Youth,$28.55 ,$24.27 ,$19.99 
Sporting Goods,Horseshoe Set,$22.63 ,$19.24 ,$15.84 
Sporting Goods,Hunting Knife,$19.29 ,$16.40 ,$13.50 
Sporting Goods,Hunting Vest,$17.12 ,$14.55 ,$11.98 
Sporting Goods,Ice Skates: Men's,$24.49 ,$20.82 ,$17.14 
Sporting Goods,Ice Skates: Women's,$22.11 ,$18.80 ,$15.48 
Sporting Goods,Ice Skates: Youth,$14.06 ,$11.95 ,$9.84 
Sporting Goods,Jump Rope,$7.41 ,$6.30 ,$5.19 
Sporting Goods,Lantern,$18.69 ,$15.89 ,$13.08 
Sporting Goods,Leotard: Adult,$9.50 ,$8.08 ,$6.65 
Sporting Goods,Leotard: Youth,$8.91 ,$7.58 ,$6.24 
Sporting Goods,Life Preserver: Adult,$16.29 ,$13.85 ,$11.40 
Sporting Goods,Life Preserver: Youth,$10.00 ,$8.50 ,$7.00 
Sporting Goods,Manual Treadmill,$104.91 ,$89.18 ,$73.44 
Sporting Goods,Martial Arts Uniform: Adult,$17.79 ,$15.12 ,$12.45 
Sporting Goods,Martial Arts Uniform: Youth,$15.91 ,$13.53 ,$11.14 
Sporting Goods,Motorcycling Chaps: Men's,$20.92 ,$17.78 ,$14.64 
Sporting Goods,Motorcycling Chaps: Women's,$31.90 ,$27.12 ,$22.33 
Sporting Goods,Motorcycling Gloves,$18.28 ,$15.54 ,$12.80 
Sporting Goods,Motorcycling Helmet,$26.40 ,$22.44 ,$18.48 
Sporting Goods,Motorcycling Saddlebag,$40.12 ,$34.10 ,$28.08 
Sporting Goods,Pedometer,$10.12 ,$8.60 ,$7.08 
Sporting Goods,Pocket Knife,$7.29 ,$6.20 ,$5.10 
Sporting Goods,Protective Gear: Arm,$9.66 ,$8.21 ,$6.76 
Sporting Goods,Protective Gear: Chest,$20.92 ,$17.78 ,$14.64 
Sporting Goods,Protective Gear: Foot,$10.90 ,$9.27 ,$7.63 
Sporting Goods,Protective Gear: Groin,$12.78 ,$10.87 ,$8.95 
Sporting Goods,Protective Gear: Hand,$12.59 ,$10.70 ,$8.81 
Sporting Goods,Protective Gear: Head,$10.99 ,$9.34 ,$7.69 
Sporting Goods,Protective Gear: Shin,$19.64 ,$16.70 ,$13.75 
Sporting Goods,Punch Bag: Punching,$40.13 ,$34.11 ,$28.09 
Sporting Goods,Punch Bag: Speed,$29.50 ,$25.08 ,$20.65 
Sporting Goods,Racquetball Eye Guard,$24.11 ,$20.50 ,$16.88 
Sporting Goods,Racquetball Gloves,$9.26 ,$7.87 ,$6.48 
Sporting Goods,Racquetball Racquet,$13.02 ,$11.07 ,$9.11 
Sporting Goods,Racquetball Shoes: Men's,$19.56 ,$16.63 ,$13.69 
Sporting Goods,Racquetball Shoes: Women's,$23.68 ,$20.13 ,$16.58 
Sporting Goods,Rifle Bag,$13.05 ,$11.10 ,$9.14 
Sporting Goods,Roller Blades: Men's,$25.71 ,$21.86 ,$18.00 
Sporting Goods,Roller Blades: Women's,$22.12 ,$18.80 ,$15.48 
Sporting Goods,Roller Blades: Youth,$15.62 ,$13.28 ,$10.93 
Sporting Goods,Roller Skates: Men's,$30.53 ,$25.95 ,$21.37 
Sporting Goods,Roller Skates: Women's,$25.73 ,$21.87 ,$18.01 
Sporting Goods,Roller Skates: Youth,$23.66 ,$20.11 ,$16.56 
Sporting Goods,Scooter: Kick,$66.90 ,$56.87 ,$46.83 
Sporting Goods,Scooter: Motorized: Electric,$132.05 ,$112.25 ,$92.44 
Sporting Goods,Scooter: Motorized: Gas,$83.05 ,$70.60 ,$58.14 
Sporting Goods,Scuba: Booties,$13.71 ,$11.66 ,$9.60 
Sporting Goods,Scuba: Depth Gauge,$23.32 ,$19.82 ,$16.32 
Sporting Goods,Scuba: Dive Light,$34.64 ,$29.45 ,$24.25 
Sporting Goods,Scuba: Dry Suit,$56.50 ,$48.03 ,$39.55 
Sporting Goods,Scuba: Fins,$34.29 ,$29.15 ,$24.00 
Sporting Goods,Scuba: Gloves,$22.80 ,$19.38 ,$15.96 
Sporting Goods,Scuba: Hood,$23.54 ,$20.01 ,$16.48 
Sporting Goods,Scuba: Knife,$24.35 ,$20.70 ,$17.05 
Sporting Goods,Scuba: Mask,$18.80 ,$15.98 ,$13.16 
Sporting Goods,Scuba: Regulator,$53.15 ,$45.18 ,$37.21 
Sporting Goods,Scuba: Snorkel,$21.79 ,$18.52 ,$15.25 
Sporting Goods,Scuba: Tank,$48.70 ,$41.40 ,$34.09 
Sporting Goods,Scuba: Weight Belt,$25.84 ,$21.97 ,$18.09 
Sporting Goods,Skateboard,$26.32 ,$22.37 ,$18.42 
Sporting Goods,Ski Bag,$14.38 ,$12.23 ,$10.07 
Sporting Goods,Ski Boots: Adult,$34.30 ,$29.16 ,$24.01 
Sporting Goods,Ski Boots: Youth,$40.81 ,$34.69 ,$28.57 
Sporting Goods,Ski Poles (Pair),$24.35 ,$20.70 ,$17.05 
Sporting Goods,Sled,$24.64 ,$20.95 ,$17.25 
Sporting Goods,Sleeping Bag: Adult,$23.12 ,$19.65 ,$16.18 
Sporting Goods,Sleeping Bag: Youth,$17.48 ,$14.86 ,$12.24 
Sporting Goods,Snow Goggles: Adult,$10.80 ,$9.18 ,$7.56 
Sporting Goods,Snow Goggles: Youth,$10.93 ,$9.29 ,$7.65 
Sporting Goods,Snow Skis (Pair),$34.29 ,$29.15 ,$24.00 
Sporting Goods,Snowboard,$41.16 ,$34.99 ,$28.81 
Sporting Goods,Soccer: Ball,$8.22 ,$6.99 ,$5.75 
Sporting Goods,Soccer: Gloves,$10.80 ,$9.18 ,$7.56 
Sporting Goods,Soccer: Jersey,$14.23 ,$12.10 ,$9.96 
Sporting Goods,Soccer: Pants,$13.35 ,$11.35 ,$9.35 
Sporting Goods,Soccer: Shin Guards (Pair),$9.37 ,$7.97 ,$6.56 
Sporting Goods,Soccer: Shoes: Men's,$17.48 ,$14.86 ,$12.24 
Sporting Goods,Soccer: Shoes: Women's,$14.95 ,$12.71 ,$10.47 
Sporting Goods,Soccer: Shoes: Youth,$13.03 ,$11.08 ,$9.12 
Sporting Goods,Soccer: Shorts,$13.03 ,$11.08 ,$9.12 
Sporting Goods,Soccer: Socks,$5.78 ,$4.92 ,$4.05 
Sporting Goods,Squash Racquet,$13.17 ,$11.20 ,$9.22 
Sporting Goods,Stationary Bike,$98.95 ,$84.11 ,$69.27 
Sporting Goods,Stove: Alcohol Burning,$35.67 ,$30.32 ,$24.97 
Sporting Goods,Stove: Gas Burning,$25.30 ,$21.51 ,$17.71 
Sporting Goods,Stove: Multi-Fuel Burning,$42.20 ,$35.87 ,$29.54 
Sporting Goods,Surfboard Bag,$28.64 ,$24.35 ,$20.05 
Sporting Goods,Surfboard: Long Board,$90.65 ,$77.06 ,$63.46 
Sporting Goods,Surfboard: Short Board,$82.08 ,$69.77 ,$57.46 
Sporting Goods,Table Tennis Paddles (Set),$9.95 ,$8.46 ,$6.97 
Sporting Goods,Table Tennis Table,$103.93 ,$88.34 ,$72.75 
Sporting Goods,Tennis: Racquet Bag,$13.64 ,$11.60 ,$9.55 
Sporting Goods,Tennis: Racquet Cover,$11.86 ,$10.08 ,$8.30 
Sporting Goods,Tennis: Racquet: Adult,$18.69 ,$15.89 ,$13.08 
Sporting Goods,Tennis: Racquet: Youth,$13.77 ,$11.71 ,$9.64 
Sporting Goods,Tennis: Shoes: Men's,$22.24 ,$18.91 ,$15.57 
Sporting Goods,Tennis: Shoes: Women's,$23.17 ,$19.70 ,$16.22 
Sporting Goods,Tent,$21.26 ,$18.07 ,$14.88 
Sporting Goods,Thigh Exerciser,$14.23 ,$12.10 ,$9.96 
Sporting Goods,Volleyball Set,$25.66 ,$21.81 ,$17.96 
Sporting Goods,Weight Training: Ankle Weights (Pair),$14.06 ,$11.95 ,$9.84 
Sporting Goods,Weight Training: Belt,$9.22 ,$7.84 ,$6.45 
Sporting Goods,Weight Training: Dumbbell Set,$20.14 ,$17.12 ,$14.10 
Sporting Goods,Weight Training: Gloves,$7.40 ,$6.29 ,$5.18 
Sporting Goods,Weight Training: Weight Bench,$39.10 ,$33.24 ,$27.37 
Sporting Goods,Weight Training: Wrist Weights (Pair),$9.19 ,$7.81 ,$6.43 
Sporting Goods,Wetsuit: Adult,$19.72 ,$16.76 ,$13.80 
Sporting Goods,Wetsuit: Youth,$19.36 ,$16.46 ,$13.55 
Sporting Goods,Wrestling Protective Gear: Ear/Head,$14.40 ,$12.24 ,$10.08 
Sporting Goods,Wrestling Protective Gear: Knee,$13.55 ,$11.52 ,$9.49 
Sporting Goods,Wrestling Shoes: Adult,$13.72 ,$11.66 ,$9.60 
Sporting Goods,Wrestling Shoes: Youth,$17.66 ,$15.01 ,$12.36 
Sporting Goods,Wrestling Uniform: Adult,$11.48 ,$9.76 ,$8.04 
Sporting Goods,Wrestling Uniform: Youth,$16.28 ,$13.84 ,$11.40 
Sporting Goods,Yoga Mat,$5.15 ,$4.38 ,$3.61 
Tools & Hardware,Air Nail Gun,$33.40 ,$28.39 ,$23.38 
Tools & Hardware,Carbon Monoxide Detector,$18.86 ,$16.03 ,$13.20 
Tools & Hardware,Combination Lock,$7.87 ,$6.69 ,$5.51 
Tools & Hardware,Deadbolt Lock,$15.95 ,$13.56 ,$11.17 
Tools & Hardware,Drill Bit Set,$13.69 ,$11.64 ,$9.58 
Tools & Hardware,Drill: Corded,$21.71 ,$18.46 ,$15.20 
Tools & Hardware,Drill: Cordless,$29.02 ,$24.67 ,$20.31 
Tools & Hardware,Electric Screwdriver,$13.72 ,$11.66 ,$9.60 
Tools & Hardware,Electric Staple Gun,$14.23 ,$12.10 ,$9.96 
Tools & Hardware,Flashlight,$9.19 ,$7.81 ,$6.43 
Tools & Hardware,Hack Saw,$11.41 ,$9.70 ,$7.99 
Tools & Hardware,Hammer,$10.28 ,$8.74 ,$7.20 
Tools & Hardware,Hand Saw,$13.89 ,$11.81 ,$9.72 
Tools & Hardware,Ladder: Extension,$46.31 ,$39.37 ,$32.42 
Tools & Hardware,Ladder: Step,$23.84 ,$20.27 ,$16.69 
Tools & Hardware,Level,$13.34 ,$11.34 ,$9.34 
Tools & Hardware,Padlock,$6.30 ,$5.36 ,$4.41 
Tools & Hardware,Pliers,$6.96 ,$5.92 ,$4.87 
Tools & Hardware,Router,$29.32 ,$24.92 ,$20.52 
Tools & Hardware,Sander: Belt,$31.89 ,$27.11 ,$22.32 
Tools & Hardware,Sander: Finishing,$24.56 ,$20.88 ,$17.19 
Tools & Hardware,Sander: Orbital,$22.98 ,$19.54 ,$16.09 
Tools & Hardware,Saw: Band,$45.72 ,$38.86 ,$32.00 
Tools & Hardware,Saw: Circular,$32.75 ,$27.84 ,$22.93 
Tools & Hardware,Saw: Jig,$23.01 ,$19.56 ,$16.11 
Tools & Hardware,Saw: Miter,$37.56 ,$31.93 ,$26.29 
Tools & Hardware,Saw: Reciprocating,$25.90 ,$22.02 ,$18.13 
Tools & Hardware,Saw: Table,$43.66 ,$37.11 ,$30.56 
Tools & Hardware,Saw: Tile,$37.90 ,$32.22 ,$26.53 
Tools & Hardware,Screwdriver,$4.94 ,$4.20 ,$3.46 
Tools & Hardware,Shelving Unit,$44.02 ,$37.42 ,$30.81 
Tools & Hardware,Shop Vac: 1-3 Gallon,$22.12 ,$18.80 ,$15.48 
Tools & Hardware,Shop Vac: 10-15 Gallon,$30.36 ,$25.81 ,$21.25 
Tools & Hardware,Shop Vac: 16-25 Gallon,$43.90 ,$37.32 ,$30.73 
Tools & Hardware,Shop Vac: 5-8 Gallon,$25.04 ,$21.29 ,$17.53 
Tools & Hardware,Smoke & Carbon Monoxide Detector,$20.23 ,$17.20 ,$14.16 
Tools & Hardware,Smoke Detector,$17.32 ,$14.72 ,$12.12 
Tools & Hardware,Tool Belt,$13.94 ,$11.85 ,$9.76 
Tools & Hardware,Toolbox,$25.07 ,$21.31 ,$17.55 
Tools & Hardware,Wrench: Adjustable,$7.31 ,$6.22 ,$5.12 
Tools & Hardware,Wrench: Open-End,$8.03 ,$6.83 ,$5.62 
Tools & Hardware,Wrench: Torque,$17.32 ,$14.72 ,$12.12 
"Toys, Hobbies & Gaming",10-999 Piece,$9.13 ,$7.76 ,$6.39 
"Toys, Hobbies & Gaming",1000 or More Piece,$9.49 ,$8.07 ,$6.64 
"Toys, Hobbies & Gaming",Action Figure,$8.72 ,$7.41 ,$6.10 
"Toys, Hobbies & Gaming",American Girl: Bitty Baby Doll,$23.14 ,$19.67 ,$16.20 
"Toys, Hobbies & Gaming",American Girl: Full-Size AG Doll,$16.77 ,$14.26 ,$11.74 
"Toys, Hobbies & Gaming",American Girl: Miniature AG Doll,$13.30 ,$11.31 ,$9.31 
"Toys, Hobbies & Gaming",Baby Doll,$8.57 ,$7.29 ,$6.00 
"Toys, Hobbies & Gaming",Ball Pit,$20.97 ,$17.83 ,$14.68 
"Toys, Hobbies & Gaming",Barbie: Car,$8.25 ,$7.02 ,$5.78 
"Toys, Hobbies & Gaming",Barbie: Doll,$7.29 ,$6.20 ,$5.10 
"Toys, Hobbies & Gaming",Barbie: Dollhouse,$17.32 ,$14.72 ,$12.12 
"Toys, Hobbies & Gaming",Barbie: Styling Head,$11.96 ,$10.17 ,$8.37 
"Toys, Hobbies & Gaming",Board Game,$10.35 ,$8.80 ,$7.25 
"Toys, Hobbies & Gaming",Bratz: Full-Size Doll,$12.88 ,$10.95 ,$9.02 
"Toys, Hobbies & Gaming",Cabbage Patch: Full-Size Doll,$17.46 ,$14.84 ,$12.22 
"Toys, Hobbies & Gaming",Cap Gun,$12.66 ,$10.76 ,$8.86 
"Toys, Hobbies & Gaming",Card Game,$5.10 ,$4.34 ,$3.57 
"Toys, Hobbies & Gaming",Children’s BBQ Grill,$13.34 ,$11.34 ,$9.34 
"Toys, Hobbies & Gaming",Children’s Cash Register,$13.16 ,$11.19 ,$9.21 
"Toys, Hobbies & Gaming",Children’s Grocery Cart,$15.51 ,$13.19 ,$10.86 
"Toys, Hobbies & Gaming",Children’s Kitchen Set,$21.78 ,$18.52 ,$15.25 
"Toys, Hobbies & Gaming",Children’s Laundry Center,$13.95 ,$11.86 ,$9.77 
"Toys, Hobbies & Gaming",Children's Picnic Table,$25.17 ,$21.40 ,$17.62 
"Toys, Hobbies & Gaming",Children’s Play Phone,$7.16 ,$6.09 ,$5.01 
"Toys, Hobbies & Gaming",Children’s Rocking Chair,$9.70 ,$8.25 ,$6.79 
"Toys, Hobbies & Gaming",Children’s Tea Set,$11.14 ,$9.47 ,$7.80 
"Toys, Hobbies & Gaming",Children’s Tool Belt Set,$8.26 ,$7.02 ,$5.78 
"Toys, Hobbies & Gaming",Children’s Vacuum Cleaner,$10.70 ,$9.10 ,$7.49 
"Toys, Hobbies & Gaming",Children’s Workbench,$14.57 ,$12.39 ,$10.20 
"Toys, Hobbies & Gaming",Colorforms Play Set,$11.52 ,$9.79 ,$8.06 
"Toys, Hobbies & Gaming",Cork Gun,$13.03 ,$11.08 ,$9.12 
"Toys, Hobbies & Gaming",Covered Sandbox,$34.71 ,$29.51 ,$24.30 
"Toys, Hobbies & Gaming",Cutting Mat,$8.03 ,$6.83 ,$5.62 
"Toys, Hobbies & Gaming",Decorative Paper Punch,$8.75 ,$7.44 ,$6.13 
"Toys, Hobbies & Gaming",Dice Game,$7.39 ,$6.28 ,$5.17 
"Toys, Hobbies & Gaming",Die Cast: Matchbox/Hot Wheel,$6.63 ,$5.64 ,$4.64 
"Toys, Hobbies & Gaming",Die Cast: Tonka Truck,$8.18 ,$6.96 ,$5.73 
"Toys, Hobbies & Gaming",Diva Starz: Full-Size Doll,$12.92 ,$10.98 ,$9.04 
"Toys, Hobbies & Gaming",Doll Toys: Bassinet,$22.71 ,$19.31 ,$15.90 
"Toys, Hobbies & Gaming",Doll Toys: Cradle,$11.83 ,$10.06 ,$8.28 
"Toys, Hobbies & Gaming",Doll Toys: Highchair,$14.19 ,$12.06 ,$9.93 
"Toys, Hobbies & Gaming",Doll Toys: Stroller,$10.56 ,$8.98 ,$7.39 
"Toys, Hobbies & Gaming",DUPLO Set,$13.55 ,$11.52 ,$9.49 
"Toys, Hobbies & Gaming",Easy Bake Oven,$15.60 ,$13.26 ,$10.92 
"Toys, Hobbies & Gaming",Embossing Heat Gun,$12.43 ,$10.57 ,$8.70 
"Toys, Hobbies & Gaming",Erector Set: Building,$13.16 ,$11.19 ,$9.21 
"Toys, Hobbies & Gaming",Erector Set: Junior,$12.89 ,$10.96 ,$9.02 
"Toys, Hobbies & Gaming",Erector Set: Model,$21.42 ,$18.21 ,$14.99 
"Toys, Hobbies & Gaming",Etch A Sketch,$9.95 ,$8.46 ,$6.97 
"Toys, Hobbies & Gaming",Flash Cards,$2.19 ,$1.86 ,$1.53 
"Toys, Hobbies & Gaming",Frisbee,$5.66 ,$4.81 ,$3.96 
"Toys, Hobbies & Gaming",Game: Nintendo 64,$6.72 ,$5.71 ,$4.70 
"Toys, Hobbies & Gaming",Game: Nintendo Game Boy Advance,$6.28 ,$5.34 ,$4.40 
"Toys, Hobbies & Gaming",Game: Nintendo Game Boy Original/Color,$7.89 ,$6.71 ,$5.52 
"Toys, Hobbies & Gaming",Game: Nintendo GameCube,$7.89 ,$6.71 ,$5.52 
"Toys, Hobbies & Gaming",Game: Nintendo NES,$7.89 ,$6.71 ,$5.52 
"Toys, Hobbies & Gaming",Game: Nintendo Super,$7.89 ,$6.71 ,$5.52 
"Toys, Hobbies & Gaming",Game: Other,$7.16 ,$6.09 ,$5.01 
"Toys, Hobbies & Gaming",Game: PlayStation,$7.89 ,$6.71 ,$5.52 
"Toys, Hobbies & Gaming",Game: PlayStation 2,$7.89 ,$6.71 ,$5.52 
"Toys, Hobbies & Gaming",Game: Sega Dreamcast,$7.89 ,$6.71 ,$5.52 
"Toys, Hobbies & Gaming",Game: Sega Game Gear,$7.89 ,$6.71 ,$5.52 
"Toys, Hobbies & Gaming",Game: Sega Genesis,$7.89 ,$6.71 ,$5.52 
"Toys, Hobbies & Gaming",Game: Sega Saturn,$7.89 ,$6.71 ,$5.52 
"Toys, Hobbies & Gaming",Game: Xbox,$10.22 ,$8.69 ,$7.15 
"Toys, Hobbies & Gaming",Groovy Girls: Full-Size Doll,$9.52 ,$8.09 ,$6.66 
"Toys, Hobbies & Gaming",Guitar,$64.31 ,$54.67 ,$45.02 
"Toys, Hobbies & Gaming",Gumball Machine,$9.94 ,$8.45 ,$6.96 
"Toys, Hobbies & Gaming",Handheld Game,$26.92 ,$22.88 ,$18.84 
"Toys, Hobbies & Gaming",Hot Glue Gun,$9.60 ,$8.16 ,$6.72 
"Toys, Hobbies & Gaming",Image Projector,$12.55 ,$10.67 ,$8.79 
"Toys, Hobbies & Gaming",Interactive Pet,$11.17 ,$9.50 ,$7.82 
"Toys, Hobbies & Gaming",Jack In The Box,$10.49 ,$8.92 ,$7.34 
"Toys, Hobbies & Gaming",K'NEX Set,$14.70 ,$12.50 ,$10.29 
"Toys, Hobbies & Gaming",Keyboard,$13.40 ,$11.39 ,$9.38 
"Toys, Hobbies & Gaming",Kite,$6.85 ,$5.83 ,$4.80 
"Toys, Hobbies & Gaming",Leap Pad (System),$17.28 ,$14.69 ,$12.10 
"Toys, Hobbies & Gaming",LEGO Set,$22.12 ,$18.80 ,$15.48 
"Toys, Hobbies & Gaming",Lincoln Logs: Building Set,$14.23 ,$12.10 ,$9.96 
"Toys, Hobbies & Gaming",Lincoln Logs: Train Set,$19.99 ,$16.99 ,$13.99 
"Toys, Hobbies & Gaming",Lite Brite,$11.31 ,$9.62 ,$7.92 
"Toys, Hobbies & Gaming",Magic 8 Ball,$6.06 ,$5.15 ,$4.24 
"Toys, Hobbies & Gaming",Magna Doodle,$9.43 ,$8.02 ,$6.60 
"Toys, Hobbies & Gaming",Mega Bloks Set,$12.71 ,$10.81 ,$8.90 
"Toys, Hobbies & Gaming",Microscope,$58.31 ,$49.57 ,$40.82 
"Toys, Hobbies & Gaming",Mr. Potato Head,$6.78 ,$5.77 ,$4.75 
