name,ein,category,city,state,website,description
Frenchville Historical Society,010433058,Other,FRENCHVILLE,ME,,"Other organization in FRENCHVILLE, ME"
Limestone-caswell Historical Society,010435166,Other,LIMESTONE,ME,,"Other organization in LIMESTONE, ME"
Bowery Beach School Building Maintenance Trust,010435317,Education,S PORTLAND,ME,,"Education organization in S PORTLAND, ME"
St George Historical Society Rt 131,010436654,Other,TENANTS HBR,ME,,"Other organization in TENANTS HBR, ME"
Simpson Memorial Library,010436781,Other,CARMEL,ME,,"Other organization in CARMEL, ME"
Mid-coast Presbyterian Church,010437329,Religious,TOPSHAM,ME,,"Religious organization in TOPSHAM, ME"
Bath Area Food Bank,010437478,Human Services,BATH,ME,,"Human Services organization in BATH, ME"
Childrens Discovery Museum,010437848,Arts & Culture,WATERVILLE,ME,,"Arts & Culture organization in WATERVILLE, ME"
Friends Of The Lewiston Public Library,010438016,Other,LEWISTON,ME,,"Other organization in LEWISTON, ME"
Katahdin Public Library,010439355,Other,ISLAND FALLS,ME,,"Other organization in ISLAND FALLS, ME"
Tremont Historical Society,010439447,Other,BASS HARBOR,ME,,"Other organization in BASS HARBOR, ME"
Faith Baptist Church,010441221,Religious,ORONO,ME,,"Religious organization in ORONO, ME"
Steep Falls Library,010441542,Other,STEEP FALLS,ME,,"Other organization in STEEP FALLS, ME"
The Bunker Hill Baptist Church Of Jefferson Maine,010444128,Religious,EAST WINTHROP,ME,,"Religious organization in EAST WINTHROP, ME"
Maine Operation Game Thief,010444376,Arts & Culture,AUGUSTA,ME,,"Arts & Culture organization in AUGUSTA, ME"
Jefferson First Baptist Church,010444484,Religious,JEFFERSON,ME,,"Religious organization in JEFFERSON, ME"
Pope Memorial Humane Society Of Knox County,010445336,Environment/Animals,ROCKLAND,ME,,"Environment/Animals organization in ROCKLAND, ME"
Wiscasset Waterville & Farmington Railway Museum,010448408,Arts & Culture,ALNA,ME,,"Arts & Culture organization in ALNA, ME"
Wessaweskeag Historical Society,010450173,Other,S THOMASTON,ME,,"Other organization in S THOMASTON, ME"
Amanda C Rowe School Parent Teacher Organization,010450747,Education,PORTLAND,ME,,"Education organization in PORTLAND, ME"
Vassalboro Historical Society,010451244,Other,N VASSALBORO,ME,,"Other organization in N VASSALBORO, ME"
Hope Historical Society,010451298,Other,HOPE,ME,,"Other organization in HOPE, ME"
Schoolhouse Arts Center At Sebago Lake,010453418,Education,STANDISH,ME,,"Education organization in STANDISH, ME"
Milbridge Historical Society,010454002,Other,MILBRIDGE,ME,,"Other organization in MILBRIDGE, ME"
Alex Tanous Foundation For Scientific Research,010456596,Research,PORTLAND,ME,,"Research organization in PORTLAND, ME"
Sangerville Historical Society,010457704,Other,SANGERVILLE,ME,,"Other organization in SANGERVILLE, ME"
Maine Association Of Museums,010458405,Arts & Culture,PORTLAND,ME,,"Arts & Culture organization in PORTLAND, ME"
Dorcas Library Assoc,010458421,Other,PROSPECT HARBOR,ME,,"Other organization in PROSPECT HARBOR, ME"
Georgetown Historical Society,010458680,Other,GEORGETOWN,ME,,"Other organization in GEORGETOWN, ME"
Midcoast Symphony Orchestra,010459493,Arts & Culture,BRUNSWICK,ME,,"Arts & Culture organization in BRUNSWICK, ME"
Friends Of The Rice Public Library,010459494,Other,KITTERY,ME,,"Other organization in KITTERY, ME"
Associates Of The Osher Map Library,010459572,Other,PORTLAND,ME,,"Other organization in PORTLAND, ME"
Hartland Public Library,010459958,Other,HARTLAND,ME,,"Other organization in HARTLAND, ME"
Portland Middle School Hockey,010460545,Education,PORTLAND,ME,,"Education organization in PORTLAND, ME"
Webb River Seventh-day Adventist School,010460595,Education,DIXFIELD,ME,,"Education organization in DIXFIELD, ME"
Island Falls Historical Society,010461676,Other,ISLAND FALLS,ME,,"Other organization in ISLAND FALLS, ME"
Islesford Historical Society,010462510,Other,ISLESFORD,ME,,"Other organization in ISLESFORD, ME"
The Denmark Historical Society,010465203,Other,DENMARK,ME,,"Other organization in DENMARK, ME"
Frenchmans Bay Library,010465459,Other,SULLIVAN,ME,,"Other organization in SULLIVAN, ME"
Operation Santa Claus,010466141,Arts & Culture,BUCKFIELD,ME,,"Arts & Culture organization in BUCKFIELD, ME"
Hope Library,010466274,Other,HOPE,ME,,"Other organization in HOPE, ME"
Central School Parent Teacher Organization,010466730,Education,SOUTH BERWICK,ME,,"Education organization in SOUTH BERWICK, ME"
Lexington Highland Historical Society,010467642,Other,LEXINGTON TWP,ME,,"Other organization in LEXINGTON TWP, ME"
The Prospect Historical Society,010467674,Other,PROSPECT,ME,,"Other organization in PROSPECT, ME"
The Camden Childrens House Montessori School,010467754,Education,CAMDEN,ME,,"Education organization in CAMDEN, ME"
Fourteenth Street School Pto,010469156,Education,BANGOR,ME,,"Education organization in BANGOR, ME"
University Of Maine At Fort Kent Foundation,010469196,Education,FORT KENT,ME,,"Education organization in FORT KENT, ME"
Maine College Circle,010470496,Education,ELLSWORTH,ME,,"Education organization in ELLSWORTH, ME"
Friends Of The Orono Public Library,010471165,Other,ORONO,ME,,"Other organization in ORONO, ME"
Kennebec Valley Community College Foundation,010471173,Education,FAIRFIELD,ME,,"Education organization in FAIRFIELD, ME"
Washington Library Association,010473601,Other,WASHINGTON,ME,,"Other organization in WASHINGTON, ME"
Jackman Moose River Historical Society,010474412,Other,JACKMAN,ME,,"Other organization in JACKMAN, ME"
Free Public Library Association Of Vassalboro,010476852,Other,E VASSALBORO,ME,,"Other organization in E VASSALBORO, ME"
Maine Baptist Association,010477080,Other,WATERVILLE,ME,,"Other organization in WATERVILLE, ME"
Make-a-wish Foundation Of Maine,010477512,Foundation,SCARBOROUGH,ME,,"Foundation organization in SCARBOROUGH, ME"
Northern New England School Of Banking,010477533,Education,MONTPELIER,VT,,"Education organization in MONTPELIER, VT"
Friends Of Rockland Public Library,010478564,Other,ROCKLAND,ME,,"Other organization in ROCKLAND, ME"
Friends Of The Witherle Memorial Library,010479411,Other,CASTINE,ME,,"Other organization in CASTINE, ME"
Faith Baptist Church Of Damariscotta,010481197,Religious,DAMARISCOTTA,ME,,"Religious organization in DAMARISCOTTA, ME"
Friends Of Peaks Island Library,010484440,Other,PEAKS ISLAND,ME,,"Other organization in PEAKS ISLAND, ME"
Leavitt Area High School Ski Boosters,010484678,Education,GREENE,ME,,"Education organization in GREENE, ME"
Great Cranberry Historical Society,010484796,Other,CRANBERRY IS,ME,,"Other organization in CRANBERRY IS, ME"
Hiram Historical Society,010485903,Other,HIRAM,ME,,"Other organization in HIRAM, ME"
Searsmont Historical Society,010486068,Other,SEARSMONT,ME,,"Other organization in SEARSMONT, ME"
Friends Of The Milbridge Public Library,010486349,Other,MILBRIDGE,ME,,"Other organization in MILBRIDGE, ME"
Cumston Free Public Library Association,010487160,Other,MONMOUTH,ME,,"Other organization in MONMOUTH, ME"
Riverview Memorial School,010487780,Education,NORRIDGEWOCK,ME,,"Education organization in NORRIDGEWOCK, ME"
Clifton Historical Society,010489874,Other,ELLSWORTH,ME,,"Other organization in ELLSWORTH, ME"
Carmel Historical Society,010490393,Other,CARMEL,ME,,"Other organization in CARMEL, ME"
The Industry Historical Society,010492001,Other,FARMINGTON,ME,,"Other organization in FARMINGTON, ME"
Skillin School Pta,010493079,Education,S PORTLAND,ME,,"Education organization in S PORTLAND, ME"
Community Library,010494252,Human Services,LYMAN,ME,,"Human Services organization in LYMAN, ME"
Bangor Youth Ballet,010494559,Youth Development,BANGOR,ME,,"Youth Development organization in BANGOR, ME"
Walter T A Hansen Memorial Library Tr,010494811,Other,MARS HILL,ME,,"Other organization in MARS HILL, ME"
Opera Maine,010496860,Arts & Culture,PORTLAND,ME,,"Arts & Culture organization in PORTLAND, ME"
Sorrento Public Library,010497094,Other,SORRENTO,ME,,"Other organization in SORRENTO, ME"
Charlotte Historical Society,010497113,Other,CHARLOTTE,ME,,"Other organization in CHARLOTTE, ME"
Maine Ski And Snowboard Museum,010498447,Arts & Culture,KINGFIELD,ME,,"Arts & Culture organization in KINGFIELD, ME"
Friends Of The Ellsworth Public Library,010498465,Other,ELLSWORTH,ME,,"Other organization in ELLSWORTH, ME"
Corinna Historical Society,010500013,Other,PITTSFIELD,ME,,"Other organization in PITTSFIELD, ME"
Friends Of The Walker Memorial Library,010500655,Other,WESTBROOK,ME,,"Other organization in WESTBROOK, ME"
Liberty Library Association,010500925,Other,LIBERTY,ME,,"Other organization in LIBERTY, ME"
Isle Au Haut Historical Society,010501182,Other,ISLE AU HAUT,ME,,"Other organization in ISLE AU HAUT, ME"
Squirrel Island Historical Society,010501236,Other,CUMBERLAND,ME,,"Other organization in CUMBERLAND, ME"
Pembroke Historical Society,010501484,Other,PEMBROKE,ME,,"Other organization in PEMBROKE, ME"
Friends Of Alfred Shaker Museum,010502613,Arts & Culture,ALFRED,ME,,"Arts & Culture organization in ALFRED, ME"
Chebeague Island Community Sailing School,010503038,Education,SUDBURY,MA,,"Education organization in SUDBURY, MA"
Poland Historical Society,010503299,Other,POLAND SPRING,ME,,"Other organization in POLAND SPRING, ME"
Maine Museum Of Innovation Learning And Labor,010504257,Arts & Culture,LEWISTON,ME,,"Arts & Culture organization in LEWISTON, ME"
Maine Aviation Historical Society,010504455,Other,BREWER,ME,,"Other organization in BREWER, ME"
Tri-town Baptist Church,010504616,Religious,E MILLINOCKET,ME,,"Religious organization in E MILLINOCKET, ME"
Gulf Of Maine Research Institute,010504905,Research,PORTLAND,ME,,"Research organization in PORTLAND, ME"
Camden Public Library Centennial Fund,010505002,Foundation,CAMDEN,ME,,"Foundation organization in CAMDEN, ME"
Rock Of Agnes Baptist Church,010508102,Religious,BERWICK,ME,,"Religious organization in BERWICK, ME"
Hall-dale After School Program,010509087,Education,HALLOWELL,ME,,"Education organization in HALLOWELL, ME"
Friends Of The Southport Historical Society,010509298,Other,SOUTHPORT,ME,,"Other organization in SOUTHPORT, ME"
Mt Blue High School All Sports Boosters,010510909,Education,FARMINGTON,ME,,"Education organization in FARMINGTON, ME"
Palermo Community Foundation,010510937,Human Services,PALERMO,ME,,"Human Services organization in PALERMO, ME"
Friends Of The Robert A Frost Memorial Library,010511130,Other,LIMESTONE,ME,,"Other organization in LIMESTONE, ME"
Nathan And Henry B Cleaves Law Library,010511596,Other,PORTLAND,ME,,"Other organization in PORTLAND, ME"
Friends Of Marsh River Theater,010511804,Arts & Culture,BROOKS,ME,,"Arts & Culture organization in BROOKS, ME"
Waldoborough Historical Society,010511809,Other,WALDOBORO,ME,,"Other organization in WALDOBORO, ME"
Oxford School Age Child Care Program,010512143,Education,OXFORD,ME,,"Education organization in OXFORD, ME"
Danforth High School Alumni Association,010515486,Education,DANFORTH,ME,,"Education organization in DANFORTH, ME"
Maine Center For Policy Research,010515909,Research,YARMOUTH,ME,,"Research organization in YARMOUTH, ME"
Raitt Homestead Farm Museum,010516323,Arts & Culture,ELIOT,ME,,"Arts & Culture organization in ELIOT, ME"
Abbot Historical Society,010517492,Other,ABBOT,ME,,"Other organization in ABBOT, ME"
Ellsworth High School Alumni Association,010517798,Education,ELLSWORTH,ME,,"Education organization in ELLSWORTH, ME"
Green Acre Bahai School,010519736,Education,ELIOT,ME,,"Education organization in ELIOT, ME"
Southern Maine Community College Foundation,010520531,Education,S PORTLAND,ME,,"Education organization in S PORTLAND, ME"
Palermo Community Library,010521539,Human Services,PALERMO,ME,,"Human Services organization in PALERMO, ME"
Friends Of Topsham Library,010521872,Other,TOPSHAM,ME,,"Other organization in TOPSHAM, ME"
Brooksville Historical Society,010522100,Other,BROOKSVILLE,ME,,"Other organization in BROOKSVILLE, ME"
Newcastle Historical Society,010522226,Other,NEWCASTLE,ME,,"Other organization in NEWCASTLE, ME"
Palmyra Baptist Worship Center,010523323,Other,PALMYRA,ME,,"Other organization in PALMYRA, ME"
Bangor Christian Schools Foundation,010523688,Religious,BANGOR,ME,,"Religious organization in BANGOR, ME"
Windham School Age Childcare,010524313,Education,WINDHAM,ME,,"Education organization in WINDHAM, ME"
China Baptist Church,010524347,Religious,CHINA VILLAGE,ME,,"Religious organization in CHINA VILLAGE, ME"
Friends Of The Scarborough Library,010524433,Other,SCARBOROUGH,ME,,"Other organization in SCARBOROUGH, ME"
Wells High School Alumni Scholarship Committee,010525212,Education,WELLS,ME,,"Education organization in WELLS, ME"
Friends Of The Millinocket Memorial Library,010525313,Other,MILLINOCKET,ME,,"Other organization in MILLINOCKET, ME"
Opera House Arts,010526734,Arts & Culture,STONINGTON,ME,,"Arts & Culture organization in STONINGTON, ME"
Maine Discovery Museum,010527022,Arts & Culture,BANGOR,ME,,"Arts & Culture organization in BANGOR, ME"
Baxter Memorial Library Association,010528037,Other,GORHAM,ME,,"Other organization in GORHAM, ME"
Norway Maine Opera House Corp,010528379,Arts & Culture,NORWAY,ME,,"Arts & Culture organization in NORWAY, ME"
Friends Of The Searsmont Library,010528549,Other,SEARSMONT,ME,,"Other organization in SEARSMONT, ME"
The Opera House At Boothbay Harbor,010528754,Arts & Culture,BOOTHBAY HBR,ME,,"Arts & Culture organization in BOOTHBAY HBR, ME"
Amazing Grace National Rescue Missions,010529502,Human Services,LEWISTON,ME,,"Human Services organization in LEWISTON, ME"
Maine School Counselor Assoc,010530491,Education,BIDDEFORD,ME,,"Education organization in BIDDEFORD, ME"
Buxton-hollis Historical Society,010530747,Other,BUXTON,ME,,"Other organization in BUXTON, ME"
Robbinston Historical Society,010531359,Other,ROBBINSTON,ME,,"Other organization in ROBBINSTON, ME"
First Korean Methodist Church,010531494,Religious,BREWER,ME,,"Religious organization in BREWER, ME"
Ossipee Valley Christian School,010532219,Religious,CORNISH,ME,,"Religious organization in CORNISH, ME"
Faye O Leary Hafford Library,010532241,Other,FORT KENT,ME,,"Other organization in FORT KENT, ME"
Madrid Historical Society,010532794,Other,PHILLIPS,ME,,"Other organization in PHILLIPS, ME"
Freeland Holmes Library,010533549,Other,OXFORD,ME,,"Other organization in OXFORD, ME"
Anson Historical Society,010533833,Other,ANSON,ME,,"Other organization in ANSON, ME"
West Bath Historical Society,010535119,Other,WEST BATH,ME,,"Other organization in WEST BATH, ME"
Northeast Harbor Sailing School,010535123,Education,NORTHEAST HARBOR,ME,,"Education organization in NORTHEAST HARBOR, ME"
Christ The Redeemer Presbyterian Church,010535800,Religious,PORTLAND,ME,,"Religious organization in PORTLAND, ME"
All Saints Catholic School,010535915,Religious,BANGOR,ME,,"Religious organization in BANGOR, ME"
Vineyard Christian School,010537743,Religious,LEWISTON,ME,,"Religious organization in LEWISTON, ME"
Beals Hospitality House,010538305,Health,TOGUS,ME,,"Health organization in TOGUS, ME"
Abbot Memorial Library Board Of Trustees,010538753,Foundation,DEXTER,ME,,"Foundation organization in DEXTER, ME"
Freedom Historical Society,010539071,Other,FREEDOM,ME,,"Other organization in FREEDOM, ME"
Damariscotta Historical Society,010540044,Other,DAMARISCOTTA,ME,,"Other organization in DAMARISCOTTA, ME"
Senior College At Belfast,010540956,Education,BELFAST,ME,,"Education organization in BELFAST, ME"
Brixham Montessori Friends School,010544094,Education,YORK,ME,,"Education organization in YORK, ME"
Pembroke Library Association,010544164,Other,PEMBROKE,ME,,"Other organization in PEMBROKE, ME"
Friends Of Julia Adams Morse Memorial Library,010544302,Other,GREENE,ME,,"Other organization in GREENE, ME"
University Of Maine School Of Law Foundation,010544448,Education,PORTLAND,ME,,"Education organization in PORTLAND, ME"
Friends Of The Belgrade Public Library,010544485,Other,BELGRADE,ME,,"Other organization in BELGRADE, ME"
Pittston Literary & Historical Society,010544489,Other,PITTSTON,ME,,"Other organization in PITTSTON, ME"
Pineland Suzuki School,010544501,Education,MANCHESTER,ME,,"Education organization in MANCHESTER, ME"
Acadia Community Theater,010545080,Human Services,MOUNT DESERT,ME,,"Human Services organization in MOUNT DESERT, ME"
Penobscot Valley Hospital,010545327,Health,LINCOLN,ME,,"Health organization in LINCOLN, ME"
Southern Aroostook Agricultural Museum,010545607,Arts & Culture,LITTLETON,ME,,"Arts & Culture organization in LITTLETON, ME"
Augusta Food Bank,010545734,Human Services,AUGUSTA,ME,,"Human Services organization in AUGUSTA, ME"
College Guild,010545944,Education,BRUNSWICK,ME,,"Education organization in BRUNSWICK, ME"
